High-1	High-2	Low-2	Low-3
Mgat5	137	165	135	225
Tmem163	2277	1809	2343	3060
Acmsd	0	0	0	0
2900009J06Rik	3	4	1	4
Ccnt2	629	479	433	757
Map3k19	25	42	46	25
Rab3gap1	1444	813	1228	1930
Zranb3	21	43	36	39
Gm28800	0	0	0	1
R3hdm1	593	331	488	832
Ubxn4	5544	4922	5454	6123
Lct	4	0	0	0
Mcm6	244	138	214	340
Dars	1716	2092	1768	2905
Cxcr4	4	26	0	2
Gm26686	0	0	0	0
Thsd7b	1	0	1	0
Gm16081	0	0	0	0
Cd55b	0	0	0	0
Gm15674	0	0	0	0
Gm15675	0	0	0	0
Cd55	0	1	8	3
Gm16083	0	0	0	0
Zp3r	0	0	0	0
C4bp	6	7	0	54
Gm29427	3	4	8	3
Pfkfb2	399	369	549	935
Yod1	246	159	260	289
AA986860	19	39	6	40
Gm28857	0	0	0	0
Gm28856	0	0	0	0
Fcamr	0	0	0	0
Gm15848	19	9	7	2
Pigr	1258	474	458	642
Fcmr	9	7	4	2
Il24	0	0	0	0
Il20	0	0	0	0
Il19	2	0	0	0
Il10	0	4	0	6
Mapkapk2	2302	1618	1556	2334
Dyrk3	516	512	562	595
Eif2d	1297	1146	1004	1509
Rassf5	9	27	89	38
Ikbke	358	175	86	202
Gm28914	3	0	0	0
Gm28913	5	3	0	0
Srgap2	89	65	13	94
Fam72a	43	35	49	29
Avpr1b	15	2	0	0
Ctse	0	28	0	0
Rab7b	65	157	8	10
Slc26a9	2	16	0	0
Pm20d1	0	2	0	0
Slc41a1	269	219	312	658
Rab29	52	75	19	34
Nucks1	956	733	976	968
Slc45a3	2	3	0	0
Elk4	114	79	130	124
Mfsd4a	6	3	0	18
Gm26892	0	0	0	0
Cdk18	273	170	177	324
Gm29629	3	0	0	2
Lemd1	0	0	0	0
1700037F24Rik	0	0	0	0
Gm10188	0	0	0	0
Gm29630	0	0	0	0
Klhdc8a	28	58	78	77
Nuak2	465	452	720	808
F730311O21Rik	0	0	0	0
Tmcc2	235	210	396	586
Gm15849	0	0	0	0
Dstyk	240	178	209	387
Rbbp5	337	357	361	678
Tmem81	31	6	6	20
Cntn2	0	0	0	0
Nfasc	1563	944	1205	1797
Gm10538	0	0	0	14
Lrrn2	322	322	504	851
Mdm4	185	212	335	189
Pik3c2b	5	1	8	1
Gm28609	0	0	0	0
Ppp1r15b	846	585	691	1043
Plekha6	1989	1035	1853	1968
Gm19461	140	84	67	130
Golt1a	54	52	44	77
Kiss1	1	2	3	0
Gm28040	0	1	3	5
Ren1	0	0	0	0
Etnk2	36	22	41	52
Sox13	61	74	99	135
Snrpe	1112	1126	1027	849
Gm26706	0	0	0	0
Zc3h11a	112	80	76	129
Gm38394	13	4	5	23
Zbed6	0	0	0	0
Lax1	7	6	17	8
Atp2b4	105	137	227	111
Gm28441	1	6	0	9
Optc	0	3	0	0
Gm15851	0	0	0	0
Prelp	0	0	0	0
Gm1627	0	0	0	0
Fmod	0	0	0	0
Btg2	4374	4240	4853	4923
Chit1	0	0	0	0
Chil1	739	138	45	17
Mybph	7	5	1	2
Adora1	826	546	986	1447
Myog	0	0	0	0
Ppfia4	5	7	0	0
Tmem183a	1132	1126	1205	1772
4933406M09Rik	0	0	0	0
Cyb5r1	891	681	675	576
Adipor1	3745	4016	4788	5474
Platr1	0	0	0	0
Klhl12	593	451	709	957
Rabif	1149	784	871	1233
Mgat4e	0	0	0	0
Kdm5b	546	450	861	1057
Gm26783	0	1	0	0
Syt2	64	84	54	105
Ppp1r12b	76	101	81	95
Gm28892	0	0	1	0
Ube2t	52	28	34	46
Lgr6	3	10	6	5
Gm10535	0	0	0	0
Ptpn7	0	0	0	0
Arl8a	2097	1829	1910	2664
Gm15445	13	1	2	2
Gpr37l1	4	7	2	0
Gm26642	8	2	2	2
Elf3	3383	2408	2318	2940
Rnpep	1547	1227	1165	1808
Timm17a	2560	2601	2280	2338
Lmod1	0	0	0	0
Shisa4	44	69	44	26
Ipo9	623	604	547	1350
Nav1	615	438	575	1033
Gm4793	5	0	0	0
Gm38399	0	7	5	16
Csrp1	500	350	300	461
Phlda3	42	58	64	61
Tnni1	0	0	0	0
Lad1	168	161	334	621
Tnnt2	1	2	0	0
Pkp1	0	0	0	0
Igfn1	0	0	0	0
Tmem9	1317	1176	1320	1516
Ascl5	0	0	0	0
Cacna1s	0	0	0	0
Gm37759	0	0	0	0
Kif21b	56	56	35	28
Mroh3	0	0	0	0
5730559C18Rik	222	249	242	436
Gm26568	0	0	0	0
A430034D21Rik	0	0	0	0
Gm37552	0	0	0	0
Gm26781	5	7	11	5
Gpr25	3	1	4	5
Camsap2	191	139	256	402
Ddx59	210	109	154	235
Kif14	2	0	0	0
Gm37799	0	0	0	0
Gm33994	0	0	0	0
4933409D19Rik	0	0	0	0
Platr23	0	0	0	0
Zfp281	351	230	233	359
Gm19705	27	18	5	22
Platr22	0	0	0	0
Nr5a2	6	2	0	0
Gm26979	0	0	0	0
Gm26936	0	0	0	0
A430106G13Rik	0	0	0	0
Ptprc	41	131	1	7
Gm28556	0	0	0	0
Atp6v1g3	0	0	0	0
Nek7	785	767	1391	1522
Gm28501	0	2	1	0
Gm5833	0	0	0	0
Lhx9	0	0	0	0
2310009B15Rik	204	161	203	168
1700019P21Rik	0	0	0	0
Dennd1b	112	125	136	211
Crb1	24	31	65	99
4933436E23Rik	1	0	3	0
Gm34816	0	0	0	0
Zbtb41	160	180	164	274
Aspm	1	10	0	0
F13b	0	0	0	0
Cfhr1	0	0	0	0
Gm4788	0	0	0	0
Cfhr2	0	0	0	0
Cfh	7	8	0	0
Kcnt2	0	0	0	0
4930590L20Rik	0	0	0	0
Cdc73	776	617	609	980
B3galt2	100	80	65	281
Glrx2	798	710	720	780
Trove2	505	473	633	826
Uchl5	1075	937	757	895
Rgs2	569	604	448	470
Rgs13	3	0	0	0
Rgs1	47	222	26	22
Rgs21	0	0	0	0
Rgs18	0	0	0	0
Gm29514	0	0	0	0
Brinp3	0	0	0	0
Gm15584	0	0	0	0
Gm29515	0	0	0	0
Gm29020	0	0	0	0
Gm29398	0	0	0	0
Pla2g4a	9	80	8	3
Ptgs2	32	7	0	0
Ptgs2os2	3	0	0	0
Pdc	0	0	0	0
2310030A07Rik	1	0	0	0
BC003331	1361	1160	1125	1596
Tpr	1818	1436	1949	2097
Prg4	8	0	1	0
Hmcn1	0	0	0	0
Gm20631	0	0	0	0
Gm29188	0	0	0	0
C730036E19Rik	0	0	0	0
Gm47985	0	0	0	0
Gm8947	0	0	0	0
Gm47995	0	0	0	0
3110040M04Rik	0	0	0	0
Gm47996	0	0	0	0
Gm10138	190	174	238	214
Ivns1abp	4799	3547	4379	6537
Swt1	247	341	310	339
Trmt1l	773	574	771	1114
Rnf2	452	509	605	1036
Gm28181	1	0	3	2
Fam129a	214	133	20	23
2810414N06Rik	131	118	160	184
Edem3	703	401	327	749
1700025G04Rik	55	46	55	62
Gm28610	0	0	0	0
Tsen15	355	334	424	360
Colgalt2	8	12	0	9
Rgl1	646	380	383	674
Apobec4	13	15	0	9
Arpc5	7276	7110	7028	8451
Ncf2	39	113	1	0
Smg7	647	410	491	916
Nmnat2	27	24	0	4
Gm28960	0	0	0	0
Lamc2	588	163	229	512
Lamc1	86	47	58	198
Shcbp1l	0	0	0	0
Dhx9	239	213	293	235
Npl	62	81	38	57
Rgs8	0	0	0	0
Gm29529	0	0	0	0
C230024C17Rik	2	1	1	3
Rgs16	360	130	246	299
Gm28513	0	0	0	1
Rnasel	18	30	18	14
Rgsl1	0	14	0	0
Teddm2	12	8	22	4
Teddm1b	0	0	0	0
Teddm1a	0	0	0	0
Glul	4121	4066	4034	4473
Gm29290	0	0	0	0
Gm29291	0	0	0	0
Gm28286	15	8	1	6
A830008E24Rik	0	0	0	0
Zfp648	0	0	0	0
4930452N14Rik	0	0	0	0
4930532M18Rik	0	0	0	0
Cacna1e	0	0	0	0
Gm29282	0	0	0	0
Gm9530	15	12	24	8
Ier5	476	411	571	936
Mr1	63	93	52	93
Stx6	1204	1057	1398	1898
BC034090	0	5	2	27
Gm37622	0	0	0	0
Xpr1	166	253	267	386
Gm5532	2	2	0	2
Acbd6	623	511	636	889
Lhx4	0	0	0	0
Qsox1	1943	1509	1666	2085
Gm37571	0	0	0	0
Cep350	254	255	392	392
Tor1aip1	775	409	522	723
Tor1aip2	2657	2277	2400	3031
Fam163a	121	128	90	303
Tdrd5	0	5	0	0
4930518J20Rik	0	0	0	0
Nphs2	0	0	0	0
Axdnd1	0	0	0	0
Gm2000	96	74	79	55
Soat1	670	757	478	518
Gm10031	31	52	64	45
Abl2	113	106	149	147
Tor3a	4369	2617	2748	4186
Fam20b	1642	1216	1652	2281
Ralgps2	221	133	141	287
Angptl1	8	2	9	0
4930439D14Rik	9	2	2	3
Gm28694	0	0	0	0
Tex35	0	8	0	0
Rasal2	280	191	274	274
Cryzl2	498	476	440	480
Gm15486	0	0	0	3
Sec16b	443	391	454	852
Brinp2	16	21	0	69
Astn1	4	7	0	0
Gm37679	0	0	0	0
Pappa2	49	32	9	17
1600012P17Rik	0	0	0	0
4930562F17Rik	1	0	0	0
Cop1	310	152	254	475
Tnr	109	158	178	401
Gm38039	0	0	0	0
Gm37294	0	0	0	0
4930523C07Rik	156	84	58	80
4930562F07Rik	0	0	0	0
Tnn	0	0	0	0
Mrps14	2351	2679	2506	2359
Cacybp	2500	2637	2450	2906
Rabgap1l	263	318	346	442
Gm36975	2	0	2	0
Gm37083	0	0	0	0
Gm38060	0	0	0	0
Rc3h1	121	161	194	192
Serpinc1	5	1	5	5
Zbtb37	26	36	50	27
Gm37362	0	0	0	0
Dars2	306	110	214	443
Gm37634	0	0	0	0
Cenpl	13	39	39	33
Klhl20	83	75	114	156
Ankrd45	30	20	51	5
Tex50	0	0	0	0
Prdx6	7387	8210	9741	10865
Tnfsf4	0	0	0	0
Tnfsf18	0	0	0	0
Fasl	0	0	0	0
Suco	874	594	892	1349
Gm31925	0	0	0	0
4930558K02Rik	1	0	0	0
Pigc	461	489	607	599
Gm38304	0	1	0	2
Dnm3	299	415	616	669
2810442N19Rik	15	6	1	2
Dnm3os	9	7	5	19
Mettl13	444	266	310	630
Vamp4	1799	2318	2333	2594
Myoc	0	0	0	0
Myocos	0	0	0	0
Prrc2c	996	475	792	508
Fmo4	33	34	41	55
Fmo1	443	676	1334	1285
Fmo2	0	9	11	24
Fmo6	0	0	0	0
Fmo3	0	0	0	0
Gm37273	0	0	0	0
Mroh9	0	0	0	0
Prrx1	0	2	0	0
Gm20471	0	0	0	0
Gm26523	0	0	0	0
Gorab	327	299	276	515
Gm29500	0	0	0	0
Mettl11b	0	0	0	0
Kifap3	444	322	465	623
Scyl3	347	395	392	644
BC055324	10	23	19	17
Mettl18	209	276	339	371
Sele	0	0	0	0
Sell	7	0	0	0
Selp	0	0	0	0
Gm16587	0	0	0	0
Gm16548	0	0	0	1
F5	2	8	0	0
Slc19a2	91	145	111	271
Ccdc181	375	416	449	680
Blzf1	742	533	640	897
Nme7	188	151	72	136
Atp1b1	5416	4704	5472	6215
Gm32391	15	23	41	43
Gm26685	0	0	0	0
Gm37754	0	0	0	0
Gm37853	0	0	0	0
Gm37184	0	0	0	0
Gm36945	0	0	0	0
Dpt	0	2	0	0
Gm32569	0	0	0	1
Xcl1	0	0	0	0
1700029M03Rik	0	0	0	0
4930568G15Rik	1	0	0	0
Tbx19	0	0	0	0
Sft2d2	883	518	580	903
Tiprl	1261	1420	1536	1937
Gpr161	103	78	62	31
Dcaf6	195	148	359	446
Mpc2	1916	2101	2066	1981
Adcy10	0	1	2	0
Gm38325	0	0	0	0
Mpzl1	1235	1172	843	1244
Rcsd1	5	10	0	8
Gm37073	0	0	0	0
Creg1	8980	7508	7949	10207
Gm36972	0	0	0	0
Cd247	0	0	3	1
Gm37469	0	0	0	0
Pou2f1	177	157	190	307
Gm26665	0	0	0	0
Gm37923	0	0	0	0
Dusp27	0	0	0	0
Gpa33	185	119	173	259
Mael	0	0	0	0
Ildr2	0	0	0	0
5330438I03Rik	0	0	0	0
Gm15853	13	22	9	12
Tada1	334	379	453	413
Pogk	162	124	181	167
Gm4846	0	0	0	0
Gm4847	0	0	0	0
Fmo9	0	0	0	0
Gm16701	24	18	49	46
Fam78b	7	12	24	21
Uck2	1402	1137	1242	1900
Gm37982	1	0	0	1
Gm2453	0	6	5	1
Tmco1	2728	2947	2808	3123
Aldh9a1	2034	1831	1698	2913
Mgst3	472	634	709	589
Lrrc52	0	0	0	0
Rxrg	0	0	0	0
Lmx1a	0	0	0	0
Gm20711	0	0	0	0
Pbx1	350	309	348	240
Gm37839	0	0	0	0
Nuf2	19	9	0	13
Rgs5	5	6	0	0
Rgs4	22938	13409	6211	9536
Ccdc190	7	7	3	1
Hsd17b7	188	138	231	300
3110045C21Rik	45	74	73	96
Ddr2	0	6	0	0
Uap1	1028	996	1061	1362
Gm37748	0	0	7	0
Gm37502	0	0	1	0
Uhmk1	475	427	477	391
4930500M09Rik	1	0	0	1
Sh2d1b2	0	0	0	0
Sh2d1b1	0	11	0	0
Gm7694	0	19	0	10
Nos1ap	0	0	3	2
Spata46	0	0	0	0
Olfml2b	17	0	5	0
Atf6	1110	855	1165	1556
Dusp12	270	345	223	310
Gm26620	7	7	10	16
Fcrlb	0	5	0	0
Fcrla	0	0	0	4
Fcgr2b	36	125	7	0
Gm38204	0	0	0	0
Gm10522	0	0	0	0
Fcgr4	24	80	0	0
Fcgr3	107	460	13	13
Cfap126	121	116	231	212
Sdhc	3848	4439	4310	4061
Mpz	46	42	42	28
Pcp4l1	5	24	27	13
Nr1i3	0	0	0	3
Tomm40l	248	243	248	422
Apoa2	56	64	60	53
Fcer1g	431	1190	73	126
Ndufs2	4661	4453	4472	5678
Adamts4	0	25	0	0
B4galt3	1049	954	1125	1438
Ppox	614	653	553	749
Usp21	426	402	366	695
Ufc1	3745	3416	3489	3729
Gm20045	15	16	9	5
Dedd	216	142	196	251
Nit1	611	635	640	696
Pfdn2	1619	1520	1558	1684
Klhdc9	48	31	57	97
Nectin4	11	2	2	36
Arhgap30	4	31	1	0
Usf1	438	380	525	649
Tstd1	5	9	2	13
Gm26641	40	67	99	80
F11r	3513	2780	2213	2214
B930036N10Rik	34	9	13	18
Alyref2	95	89	138	114
Itln1	0	0	0	0
Cd244	22	99	1	4
Ly9	57	36	0	16
Slamf7	58	251	3	13
Gm37787	1	2	0	0
Cd48	29	138	0	8
Slamf1	0	12	0	0
Cd84	119	220	18	30
Gm10521	0	0	0	0
Gm37065	0	0	0	0
Slamf6	3	25	0	0
Vangl2	14	38	29	17
Nhlh1	0	0	0	0
Ncstn	3454	2458	2861	5176
Copa	8062	5469	7710	15636
Gm37756	1	1	0	4
Pex19	1398	1409	1829	2461
Dcaf8	2365	2030	3486	5260
Pea15a	7461	6891	7502	10634
Casq1	21	4	0	14
Gm17224	5	0	0	0
Atp1a4	1	0	0	5
Gm37950	0	0	0	0
Igsf8	1596	1368	1804	2434
Atp1a2	15	0	0	0
Kcnj9	0	4	0	3
Gm36937	0	0	1	0
Kcnj10	0	2	0	2
Pigm	253	359	267	392
Slamf9	16	25	5	0
Igsf9	47	74	39	66
Tagln2	9610	9820	8650	9016
Cfap45	66	47	23	70
Vsig8	13	17	37	31
Slamf8	2	9	0	5
Fcrl6	0	0	0	0
Dusp23	476	491	472	543
Crp	2	0	0	0
Apcs	1	0	3	0
Olfr16	0	0	0	0
Olfr1408	0	0	0	0
Olfr1406	0	0	0	0
Olfr218	0	0	0	0
Olfr1404	0	0	0	0
Fcer1a	0	0	0	0
Olfr418	0	0	0	0
Mptx2	0	0	0	0
Ackr1	0	0	0	0
Cadm3	0	0	0	0
Aim2	16	2	2	0
Ifi206	23	46	0	8
Ifi214	0	4	0	9
Ifi213	36	12	2	4
Ifi209	76	53	0	13
Ifi208	37	14	0	0
Ifi207	62	78	2	29
Ifi204	88	76	14	2
Mndal	23	33	0	8
Ifi211	30	42	0	5
Ifi203	16	20	1	2
Ifi202b	0	0	0	0
Ifi205	32	42	6	12
Olfr433	0	0	0	0
Olfr432	0	0	0	0
Olfr430	0	0	0	0
Olfr429	0	0	0	0
Olfr427	0	0	0	0
Olfr231	0	0	0	0
Olfr424	0	0	0	0
Olfr420	0	0	0	0
Spta1	0	0	0	0
Olfr419	0	0	0	0
Mptx1	0	0	0	0
Olfr417	0	0	0	0
Olfr248	0	0	0	0
Olfr414	0	0	0	0
Olfr220	0	0	0	0
Fmn2	240	205	383	353
Grem2	5	11	2	0
Rgs7	597	534	398	571
Gm36307	0	0	0	0
Fh1	9050	6670	3956	6371
Kmo	3	8	2	1
Opn3	52	153	82	170
Chml	28	19	13	6
Wdr64	0	0	0	0
Exo1	12	0	0	0
Gm38100	0	0	0	0
Pld5	0	0	0	0
Rbm8a2	13	7	10	7
Gm38101	0	0	0	0
Gm36536	0	0	0	0
Cep170	317	275	387	461
Gm36992	0	0	0	0
Sdccag8	619	387	553	864
Gm15423	0	0	0	1
Akt3	299	193	338	308
Gm26801	0	0	5	0
Zbtb18	113	121	108	106
Gm37306	0	0	0	0
Gm37280	0	0	0	0
2310043L19Rik	0	0	0	0
1700016C15Rik	0	0	0	0
Adss	472	417	418	573
Catspere2	50	53	10	41
Desi2	855	750	794	913
B230369F24Rik	81	44	120	93
Cox20	114	108	119	103
Hnrnpu	4526	2739	3858	6159
Efcab2	211	149	114	223
Kif26b	0	0	0	0
Gm16564	0	0	0	0
Smyd3	349	407	629	715
Tfb2m	151	180	234	221
Cnst	461	206	474	982
Sccpdh	711	660	596	848
Kif28	1	0	0	0
Ahctf1	303	184	191	254
Gm10518	0	0	2	0
Cdc42bpa	150	229	294	314
Coq8a	142	259	385	578
Gm37336	0	0	0	1
Psen2	1025	962	899	936
Gm31728	14	7	17	24
Itpkb	322	325	570	560
Stum	5	0	0	0
Gm37267	0	0	0	0
Parp1	1130	594	887	1631
Lin9	21	12	61	113
Mixl1	0	0	0	0
Acbd3	1189	984	1147	1967
Gm37768	31	17	10	26
Gm38293	5	8	3	15
H3f3a	2313	2707	3271	2790
Gm17275	4	5	17	7
H3f3aos	10	9	17	15
Sde2	850	511	707	970
Lefty2	0	0	0	0
Pycr2	7510	6318	6488	9018
Lefty1	168	206	232	185
Tmem63a	995	819	1239	1837
2210411M09Rik	13	19	10	18
Ephx1	646	615	781	991
9130409I23Rik	1	2	23	1
Gm37406	0	8	2	6
Nvl	362	211	428	437
Cnih4	405	400	322	277
Wdr26	664	620	791	826
A430110L20Rik	0	0	1	3
Cnih3	0	0	0	0
Ccdc121	0	0	0	0
Dnah14	0	0	1	0
Lbr	364	390	637	818
Gm5533	8	0	0	0
Enah	321	316	355	303
Srp9	4458	4596	4134	4577
Vmn1r1	0	0	0	0
Degs1	12478	12128	11477	15141
1700047M11Rik	0	0	0	0
Fbxo28	492	597	481	673
Trp53bp2	274	150	257	478
Capn2	1114	770	723	1875
Gm37885	0	1	0	0
Capn8	51	28	9	25
Gm37218	0	0	0	0
Ccdc185	0	0	0	0
Susd4	140	136	142	166
Tlr5	0	22	1	0
Gm38079	0	0	0	0
Disp1	31	35	73	109
Brox	598	597	653	1105
Aida	376	377	431	392
Mia3	2379	1712	2131	2803
Taf1a	162	177	110	220
Gm37986	3	0	0	3
Hhipl2	2	0	1	0
Gm33973	0	0	0	0
Gm34068	0	0	0	0
Gm38108	0	0	0	0
Dusp10	1215	833	774	1106
1700056E22Rik	117	130	119	125
Gm37223	0	0	0	0
Gm37712	0	0	0	0
1700112H15Rik	0	0	0	0
Gm37800	0	0	0	0
4930488B22Rik	0	0	0	0
Hlx	23	5	1	0
Gm34342	0	2	0	0
Marc1	0	0	0	0
Marc2	2273	1904	1577	1914
C130074G19Rik	12	0	0	0
Mark1	195	179	204	254
Gm38251	0	2	0	11
Gm34732	0	0	0	0
4930433J02Rik	0	0	0	0
Gm37662	0	0	0	0
Rab3gap2	1570	1076	1507	2561
Gm34882	0	0	3	0
Iars2	416	433	406	1222
2010103J01Rik	0	4	0	0
Bpnt1	3885	3841	5199	6951
4930532G15Rik	13	14	6	12
Eprs	4457	2942	3421	5339
9630028B13Rik	0	2	0	0
Gm2061	0	0	0	0
Slc30a10	0	0	0	0
Gm38093	0	0	0	0
Lyplal1	798	1004	1398	1250
Gm37134	0	0	0	0
A730004F24Rik	0	0	0	0
Tgfb2	9	0	0	6
Gm29491	0	0	0	0
Rrp15	357	280	224	356
A430105J06Rik	6	2	28	12
1700023G09Rik	0	0	0	0
Gm37912	0	0	0	0
D1Pas1	0	0	0	0
Spata17	16	19	29	7
1700007P06Rik	0	0	0	0
Gpatch2	405	257	416	637
Gm38155	0	0	0	0
Gm37896	0	0	0	0
Esrrg	91	143	272	202
Gm36388	6	0	2	2
9330162B11Rik	0	1	3	12
Gm38064	0	0	0	2
Ush2a	313	246	335	411
Kctd3	316	275	417	692
Kcnk2	0	0	0	0
A430027H14Rik	0	0	0	0
Cenpf	9	13	0	0
Ptpn14	0	1	0	0
Gm26574	0	5	0	6
Gm37422	21	3	5	9
Smyd2	963	957	1043	1312
Prox1	365	239	317	295
Gm28172	15	32	13	24
Prox1os	13	33	28	20
Gm29678	0	0	0	0
Gm30725	0	0	0	0
Gm30932	0	0	0	0
Rps6kc1	234	113	201	406
Angel2	910	820	1006	1367
Vash2	0	0	0	2
Gm31373	39	31	3	0
Flvcr1	69	174	151	227
A230020J21Rik	0	6	1	5
Spata45	7	7	6	6
Tatdn3	118	128	121	166
Nsl1	30	0	0	0
Gm38188	0	0	0	0
Batf3	2	2	6	0
Gm38161	0	0	0	0
Fam71a	0	0	0	0
Atf3	125	162	10	19
D730003I15Rik	504	460	415	387
Gm37168	16	12	0	1
Nenf	2120	2150	2201	1883
Tmem206	2642	2378	3359	5676
Ppp2r5a	1398	970	1947	2394
Gm32200	0	0	3	1
Gm37432	1	2	3	0
Dtl	0	0	0	6
Ints7	325	237	284	489
Lpgat1	1797	1087	2075	2189
Gm38037	0	2	0	4
Nek2	3	0	0	6
1700034H15Rik	1	6	2	1
Slc30a1	213	151	133	235
Rd3	0	1	0	0
Gm26670	34	46	52	42
Traf5	30	19	85	160
Gm26879	0	0	0	0
Rcor3	507	433	623	757
Gm10516	76	79	118	139
Kcnh1	715	521	381	662
Hhat	249	283	266	290
1700065J18Rik	0	0	1	1
Sertad4	138	109	253	411
Gm15867	0	1	3	2
Syt14	341	256	465	383
Gm31406	3	0	6	0
Diexf	78	35	36	64
Irf6	849	769	1177	1558
A130010J15Rik	280	188	306	322
Traf3ip3	14	6	4	0
Gm15872	0	0	0	0
4930570N18Rik	0	0	0	0
Lamb3	10	3	0	11
Hsd11b1	6	3	0	0
G0s2	3	0	1	0
Gm37650	0	0	0	0
Camk1g	177	252	635	575
4631405K08Rik	2	2	2	5
4930503O07Rik	0	0	0	0
Plxna2	334	223	300	471
Cd34	1	4	0	0
Gm16897	18	44	10	49
Gm32250	0	0	0	0
Gm37027	28	26	36	32
Cd46	69	71	26	34
Cr1l	1733	1604	1374	1770
Cr2	0	0	0	0
Fam171a1	571	443	616	1183
Nmt2	601	508	703	698
Rpp38	451	617	575	618
Acbd7	24	21	13	9
Olah	0	2	0	0
Meig1	205	175	233	223
Dclre1c	141	119	84	121
Suv39h2	106	59	43	99
Gm13184	1	0	0	6
Hspa14	580	680	735	902
Gm45902	0	8	3	5
Cdnf	15	15	16	58
Fam107b	92	125	13	32
Gm13185	0	0	0	0
Gm13180	0	0	0	0
Gm13191	0	0	0	0
Frmd4a	315	198	149	331
1700080N15Rik	0	0	0	0
Gm13189	0	0	0	0
Gm13175	0	0	0	0
Gm13179	0	0	0	0
Prpf18	500	375	612	1046
Bend7	219	151	246	242
Sephs1	342	271	349	629
Phyh	5310	3923	3835	5785
Ucma	0	0	0	0
Mcm10	16	1	0	3
Optn	459	291	167	440
4930551O13Rik	0	0	0	0
Gm26776	0	0	0	0
Ccdc3	0	0	0	0
Camk1d	34	25	23	14
Cdc123	2246	2191	2072	2575
Nudt5	863	838	785	948
Gm13199	2	5	8	3
Sec61a2	149	258	184	348
Gm13267	0	0	0	0
Dhtkd1	46	34	10	44
Upf2	320	174	278	307
Proser2	1	19	2	0
Gm10857	0	0	0	0
Echdc3	111	86	112	132
A230108P19Rik	7	1	0	0
Gm13383	0	0	0	0
Usp6nl	292	142	248	406
Gm13388	0	0	0	0
Gm13391	0	0	0	0
Celf2	293	215	223	319
Gm13389	0	0	0	0
Gm26565	0	0	0	0
Gm28641	0	0	0	0
Gm13211	0	0	0	0
1700061F12Rik	0	0	0	0
Gm13219	0	0	0	0
Gm13218	0	0	0	0
Gata3	0	0	0	0
Gm13256	0	0	0	0
4930412O13Rik	0	0	0	0
9230102O04Rik	0	0	0	0
Gm13262	0	0	0	0
Taf3	382	254	297	372
Atp5c1	7651	8168	6850	7642
Kin	731	601	629	656
Itih2	17	0	0	5
Itih5	18	11	0	0
Sfmbt2	0	0	0	0
Gm13264	0	0	0	0
Prkcq	0	0	0	0
Gm38171	0	0	0	0
8030442B05Rik	0	1	0	0
Gm13293	0	0	0	0
Gm13291	0	1	0	0
Pfkfb3	237	223	86	205
Gm10851	6	1	0	0
Rbm17	2744	2080	1971	2896
Gm17490	0	0	0	0
Il2ra	4	0	3	2
Il15ra	256	215	239	242
Fbxo18	844	480	650	1528
Ankrd16	248	195	217	240
Itga8	0	0	0	0
E030013I19Rik	0	0	0	0
Mindy3	527	591	677	756
Gm37565	0	0	0	0
Pter	21	21	20	14
C1ql3	0	0	0	0
Rsu1	782	746	670	881
Cubn	8	5	0	5
Trdmt1	61	84	34	114
Vim	105	469	37	66
St8sia6	0	0	0	0
Gm37126	0	0	0	0
Hacd1	85	96	100	43
Stam	252	356	482	568
Tmem236	0	1	0	0
Mrc1	2	30	8	30
Slc39a12	0	0	0	0
Cacnb2	279	201	344	517
Gm10848	0	1	0	0
Gm13269	0	0	0	0
Nsun6	115	70	111	72
Arl5b	121	71	48	91
Malrd1	0	0	0	0
Plxdc2	9	5	0	16
Gm13322	0	0	0	0
Nebl	81	131	124	122
Gm13324	0	0	0	0
H2al2a	0	0	0	0
A930004D18Rik	15	31	17	26
Gm13330	0	2	0	0
Skida1	15	23	41	55
Mllt10	440	388	618	442
Dnajc1	1043	775	752	1057
Commd3	2038	2094	1865	1873
Bmi1	839	641	924	1223
Spag6	0	4	15	2
Carlr	0	0	0	0
Pip4k2a	324	181	272	394
4930426L09Rik	3	4	7	10
Armc3	0	0	0	0
4930447M23Rik	0	0	0	0
Msrb2	300	313	430	326
Gm33940	0	0	0	0
Gm13344	0	0	0	0
Ptf1aos	0	0	0	0
Ptf1a	7	3	0	0
4921504E06Rik	0	1	0	0
Gm13348	0	0	0	0
Otud1	9	32	37	74
Gm13346	0	0	0	0
Etl4	198	100	213	323
Gm17171	0	0	0	0
Gm13335	0	0	0	0
Gm13362	0	0	0	0
Arhgap21	298	176	246	529
Gm13375	38	21	15	40
Gm13376	0	0	0	0
Enkur	15	0	10	14
Thnsl1	383	426	535	794
Gm13327	0	0	0	0
Gpr158	481	467	555	960
Myo3a	3	13	5	11
Gad2	0	0	0	0
1700092C17Rik	0	0	0	0
Apbb1ip	3	21	0	0
Pdss1	89	94	121	154
Abi1	984	917	1002	1437
Acbd5	898	711	811	1752
Mastl	1	3	7	14
Yme1l1	1164	1183	885	1543
4931423N10Rik	1	0	0	1
Nxph2	0	0	0	0
Spopl	215	193	250	377
Hnmt	24	26	115	72
Tbpl2	0	0	0	0
Il1f8	0	0	0	0
Il1f9	0	0	0	0
Il1f6	23	0	0	0
Il1f5	0	0	0	0
Il1f10	0	0	0	0
Gm13411	0	0	0	0
Il1rn	332	560	3	26
Psd4	116	64	160	215
